unimorph_iso	INF	PST.SG	PST.PL	PTCP
fao	gelda	geldi	geldu	gelt
fao	sótu	sat	sótu	sitin
fao	festa	festi	festu	fest
fao	játta	játtaði	játtaðu	játtað
fao	føra	førdi	førdu	ført
fao	húsa	húsaði	húsaðu	húsað
fao	syrgja	syrgdi	syrgdu	syrgt
fao	baka	bakaði	bakaðu	bakað
fao	rulla	rullaði	rullaðu	rullað
fao	lætna	lætnaði	lætnaðu	lætnað
fao	útvega	útvegaði	útvegaðu	útvegað
fao	røkja	røkti	røktu	røkt
fao	noyða	noyddi	noyddu	noytt
fao	fortelja	fortaldi	fortaldu	fortalt
fao	vakna	vaknaði	vaknaðu	vaknað
fao	vart	var	vóru	verið
fao	stovna	stovnaði	stovnaðu	stovnað
fao	vátta	váttaði	váttaðu	váttað
fao	tríva	treiv	trivu	trivin
fao	balla	ballaði	ballaðu	ballað
fao	spæla	spældi	spældu	spælt
fao	góvu	gav	góvu	givin
fao	hóma	hómaði	hómaðu	hómað
fao	væntandi	væntaði	væntaðu	væntað
fao	viðgera	viðgjørdi	viðgjørdu	viðgjørt
fao	frelsa	frelsti	frelstu	frelst
fao	verpa	varp	vurpu	vorpin
fao	jaga	jagaði	jagaðu	jagað
fao	átti	áttiár	áttu	átt
fao	sukku	sakk	sukku	sokkin
fao	seyma	seymaði	seymaðu	seymað
fao	mynda	myndaði	myndaðu	myndað
fao	gala	gól	gólu	galin
fao	babba	babbaði	babbaðu	babbað
fao	takka	takkaði	takkaðu	takkað
fao	útnevna	útnevndi	útnevndu	útnevnt
fao	rína	rein	rinu	rinin
fao	umseta	umsetti	umsettu	umsett
fao	læa	læði	læðu	læin
fao	lívga	lívgaði	lívgaðu	lívgað
fao	drekka	drakk	drukku	drukkin
fao	fýkur	feyk	fuku	fokin
fao	laga	lagaði	lagaðu	lagað
fao	fletta	fletti	flettu	flett
fao	falla	fallfell	fullu	fallin
fao	fara	fór	fóru	farin
fao	samráðast	samráddist	samráddust	samráðst
fao	verð	verð	verðini	verð
fao	gekst	gekk	gingu	gingin
fao	hoyra	hoyrdi	hoyrdu	hoyrt
fao	kyssa	kysti	kystu	kyst
fao	melda	meldaði	meldaðu	meldað
fao	flagsa	flagsaði	flagsaðu	flagsað
fao	anda	andaði	andaðu	andað
fao	mega	mátti	máttu	-
fao	røkti	røkti	røktu	røkt
fao	goyma	goymdi	goymdu	goymt
fao	umskera	umskar	umskóru	umskorin
fao	skula	skuldi	skuldu	skulað
fao	spretta	spratt	spruttu	sprottin
fao	lagt	legði	løgdu	lagt
fao	droyma	droymdi	droymdu	droymt
fao	banka	bankaði	bankaðu	bankað
fao	lemja	lamdi	lamdu	lamt
fao	stúra	stúraði	stúraðu	stúrað
fao	flekja	flakti	flaktu	flakt
fao	taka	tók	tóku	tikin
fao	temja	tamdi	tamdu	tamt
fao	skalt	skuldi	skuldu	skulað
fao	steikja	stokti	stoktu	stokt
fao	vórðu	varð	vórðu	vorðin
fao	fagna	fagnaði	fagnaðu	fagnað
fao	tilbiðja	tilbað	tilbóðu	tilbiðin
fao	hoyggja	hoyggjaði	hoyggjaðu	hoyggjað
fao	rokna	roknaði	roknaðu	roknað
fao	mæla	mælti	mæltu	mælt
fao	gloyma	gloymdi	gloymdu	gloymt
fao	vára	váraði	váraðu	várað
fao	æla	ælaði	ælaðu	ælað
fao	skíra	skírdi	skírdu	skírt
fao	klúgva	kleyv	kluvu	klovin
fao	rinda	rindaði	rindaðu	rindað
fao	hava	hevði	høvdu	havt
fao	frætta	frætti	frættu	frætt
fao	sláa	sló	slógu	sligin
fao	súpa	seyp	supu	sopin
fao	streva	strevaði	strevaðu	strevað
fao	halda	helt	hildu	hildin
fao	aka	ók	óku	ikin
fao	klára	kláraði	kláraðu	klárað
fao	sipa	sipaði	sipaðu	sipað
fao	stolið	stjól	stjólu	stolin
fao	tryggja	tryggjaði	tryggjaðu	tryggjað
fao	ræna	rændi	rændu	rænt
fao	vistu	visti	vistu	vitað
fao	gifta	gifti	giftu	gift
fao	skíta	skeit	skitu	skitin
fao	skála	skálaði	skálaðu	skálað
fao	smíla	smílti	smíltu	smílt
fao	sveik	sveik	sviku	svikin
fao	veksla	vekslaði	vekslaðu	vekslað
fao	høvdu	hevði	høvdu	havt
fao	vitja	vitjaði	vitjaðu	vitjað
fao	heingja	hongdi	hongdu	hongt
fao	buka	bukaði	bukaðu	bukað
fao	kalla	kallaði	kallaðu	kallað
fao	leka	lak	lóku	likin
fao	lúka	leyk	luku	lokin
fao	eyðkenna	eyðkendi	eyðkendu	eyðkent
fao	gjalda	galt	guldu	goldin
fao	bresta	brast	brustu	brostin
fao	njóta	neyt	nutu	notin
fao	spýta	spýtti	spýttu	spýtt
fao	svørja	svór	svóru	svorin
fao	myrkja	myrkti	myrktu	myrkt
fao	tørva	tørvaði	tørvaðu	tørvað
fao	tøva	tøvdi	tøvdu	tøvt
fao	grenja	grenjaði	grenjaðu	grenjað
fao	minka	minkaði	minkaðu	minkað
fao	reka	rak	róku	rikin
fao	var	var	vóru	verið
fao	klíva	kleiv	klivu	klivin
fao	lýsa	lýsti	lýstu	lýst
fao	bína	bíndi	bíndu	bínt
fao	flóta	fleyt	flutu	flotin
fao	gráta	græt	grótu	grátin
fao	samsvara	samsvaraði	samsvaraðu	samsvarað
fao	illa	illaði	illaðu	illað
fao	spara	spardi	spardu	spart
fao	teska	teskaði	teskaðu	teskað
fao	staðfesta	staðfesti	staðfestu	staðfest
fao	traff	traff	truffu	troffin
fao	kenna	kendi	kendu	kent
fao	skunda	skundaði	skundaðu	skundað
fao	munda	mundaði	mundaðu	mundað
fao	ísna	ísnaði	ísnaðu	ísnað
fao	skýma	skýmdi	skýmdu	skýmt
fao	noytt	noyddi	noyddu	noytt
fao	loyna	loyndi	loyndu	loynt
fao	skreiða	skreiddi	skreiddu	skreitt
fao	lenda	lendi	lendu	lent
fao	biðja	bað	bóðu	biðin
fao	nerta	nart	nurtu	nortin
fao	fjasa	fjasaði	fjasaðu	fjasað
fao	gleða	gleddi	gleddu	glett
fao	verið	var	vóru	verið
fao	fevna	fevndi	fevndu	fevnt
fao	glampa	glampaði	glampaðu	glampað
fao	glymja	glumdi	glumdu	glumt
fao	rigga	riggaði	riggaðu	riggað
fao	gylla	gylti	gyltu	gylt
fao	fingin	fekk	fingu	fingin
fao	samtykkja	samtykti	samtyktu	samtykt
fao	skera	skar	skóru	skorin
fao	tæna	tænti	tæntu	tænt
fao	reiva	reivaði	reivaðu	reivað
fao	hevur	hevði	høvdu	havt
fao	loysa	loysti	loystu	loyst
fao	suffa	suffaði	suffaðu	suffað
fao	níga	neig	nigu	nigin
fao	ala	ól	ólu	alin
fao	stíga	steig	stigu	stigin
fao	lá	lá	lógu	ligin
fao	heiðra	heiðraði	heiðraðu	heiðrað
fao	klaga	klagaði	klagaðu	klagað
fao	órógva	órógvaði	órógvaðu	órógvað
fao	stæla	stældi	stældu	stælt
fao	tarna	tarnaði	tarnaðu	tarnað
fao	vilja	vildi	vildu	vilað
fao	pilka	pilkaði	pilkaðu	pilkað
fao	prísa	prísaði	prísaðu	prísað
fao	fata	fataði	fataðu	fatað
fao	passa	passaði	passaðu	passað
fao	døma	dømdi	dømdu	dømt
fao	oyða	oyddi	oyddu	oytt
fao	hóska	hóskaði	hóskaðu	hóskað
fao	titra	titraði	titraðu	titrað
fao	lova	lovaði	lovaðu	lovað
fao	lata	læt	lótu	latin
fao	hugna	hugnaði	hugnaðu	hugnað
fao	stóð	stóð	stóðu	staðið
fao	treingja	trongdi	trongdu	trongt
fao	særa	særdi	særdu	sært
fao	benda	bendi	bendu	bent
fao	láta	læt	lótu	látin
fao	samanbera	samanbar	samanbóru	samanborin
fao	keypa	keypti	keyptu	keypt
fao	samsýna	samsýndi	samsýndu	samsýnt
fao	krúpa	kreyp	krupu	kropin
fao	skoða	skoðaði	skoðaðu	skoðað
fao	umhugsa	umhugsaði	umhugsaðu	umhugsað
fao	tutla	tutlaði	tutlaðu	tutlað
fao	sníkja	sníkti	sníktu	sníkt
fao	broyta	broytti	broyttu	broytt
fao	skeinkja	skonkti	skonktu	skonkt
fao	tapa	tapti	taptu	tapt
fao	vundið	vant	vundu	vundin
fao	avdúka	avdúkaði	avdúkaðu	avdúkað
fao	fríggja	fríggjaði	fríggjaðu	fríggjað
fao	viðvíkja	viðveik	viðviku	viðvikin
fao	nevna	nevndi	nevndu	nevnt
fao	ljóða	ljóðaði	ljóðaðu	ljóðað
fao	skuldu	skuldi	skuldu	skulað
fao	spýggja	spýði	spýðu	spýð
fao	vitjandi	vitjaði	vitjaðu	vitjað
fao	prumpa	prumpaði	prumpaðu	prumpað
fao	fylla	fylti	fyltu	fylt
fao	sløkkja	sløkti	sløktu	sløkt
fao	eru	var	vóru	verið
fao	spikka	spikkaði	spikkaðu	spikkað
fao	súsa	súsaði	súsaðu	súsað
fao	søkkja	søkti	søktu	søkt
fao	vísa	vísti	vístu	víst
fao	blíva	bleiv	blivu	blivin
fao	standa	stóð	stóðu	staðið
fao	spyrja	spurdi	spurdu	spurt
fao	svara	svaraði	svaraðu	svarað
fao	kína	kíndi	kíndu	kínt
fao	gangandi	gekk	gingu	gingin
fao	sleipa	sleipaði	sleipaðu	sleipað
fao	kosta	kostaði	kostaðu	kostað
fao	detta	datt	duttu	dottin
fao	veittra	veittraði	veittraðu	veittrað
fao	avreiða	avreiddi	avreiddu	avreitt
fao	svevur	svav	svóvu	sovið
fao	frøa	frøddi	frøddu	frøtt
fao	lysta	lysti	lystu	lyst
fao	remba	rembdi	rembdu	rembt
fao	munna	mundi	mundu	munnað
fao	miseydnast	miseydnaðist	miseydnaðust	miseydnast
fao	rapla	raplaði	raplaðu	raplað
fao	sora	soraði	soraðu	sorað
fao	elska	elskaði	elskaðu	elskað
fao	ræðast	ræddist	ræddust	ræðst
fao	søkka	sakk	sukku	sokkin
fao	svíða	sveið	sviðu	sviðin
fao	syndra	syndraði	syndraðu	syndrað
fao	minna	minti	mintu	mint
fao	boðsenda	boðsendi	boðsendu	boðsent
fao	rýma	rýmdi	rýmdu	rýmt
fao	neyðtaka	neyðtók	neyðtóku	neyðtikin
fao	brann	brann	brunnu	brunnin
fao	vinda	vant	vundu	vundin
fao	skriva	skrivaði	skrivaðu	skrivað
fao	herja	herjaði	herjaðu	herjað
fao	tekja	takti	taktu	takt
fao	hækka	hækkaði	hækkaðu	hækkað
fao	taptu	tapti	taptu	tapt
fao	røkka	rakk	rukku	rokkin
fao	teinkja	tonkti	tonktu	tonkt
fao	hitta	hitti	hittu	hitt
fao	brandar	brandaði	brandaðu	brandað
fao	æt	hæt	hitu	hitin
fao	slíta	sleit	slitu	slitin
fao	mála	málaði	málaðu	málað
fao	gjørdi	gjørdi	gjørdu	gjørt
fao	arbeiða	arbeiddi	arbeiddu	arbeitt
fao	komið	kom	komu	komin
fao	bróta	breyt	brutu	brotin
fao	mala	mól	mólu	malin
fao	gista	gisti	gistu	gist
fao	svav	svav	svóvu	sovið
fao	venja	vandi	vandu	vant
fao	skína	skein	skinu	skinin
fao	bíða	bíðaði	bíðaðu	bíðað
fao	enda	endaði	endaðu	endað
fao	veva	vav	vóvu	vovin
fao	búgva	búði	búðu	búgvin
fao	berja	bardi	bardu	bart
fao	skal	skuldi	skuldu	skulað
fao	spilla	spilti	spiltu	spilt
fao	gingin	gekk	gingu	gingin
fao	flenna	flenti	flentu	flent
fao	búseta	búsetti	búsettu	búsett
fao	skapa	skapti	skaptu	skaptur
fao	velja	valdi	valdu	valt
fao	hótta	hótti	hóttu	hótt
fao	hylja	huldi	huldu	hult
fao	skerja	skerdi	skerdu	skert
fao	krevja	kravdi	kravdu	kravt
fao	fremja	framdi	framdu	framt
fao	læsa	læsti	læstu	læst
fao	samanber	samanbar	samanbóru	samanborin
fao	snúgva	snúði	snúðu	snúgvin
fao	vænta	væntaði	væntaðu	væntað
fao	doyggja	doyði	doyðu	doyð
fao	reiða	reiddi	reiddu	reitt
fao	ganga	gekk	gingu	gingin
fao	vóna	vónaði	vónaðu	vónað
fao	svølgja	svølgdi	svølgdu	svølgt
fao	slokna	sloknaði	sloknaðu	sloknað
fao	verma	vermdi	vermdu	vermt
fao	sóu	sá	sóu	sæð
fao	sæð	sá	sóu	sæð
fao	draga	dró	drógu	drigin
fao	gangi	gekk	gingu	gingin
fao	fiska	fiskaði	fiskaðu	fiskað
fao	beina	beindi	beindu	beint
fao	søgdu	segði	søgdu	sagt
fao	róði	róði	róðu	rógvin
fao	drýpa	drýpti	drýptu	drýpt
fao	verja	vardi	vardu	vart
fao	loyva	loyvdi	loyvdu	loyvt
fao	eydnast	eydnaðist	eydnaðust	eydnast
fao	boða	boðaði	boðaðu	boðað
fao	binda	bant	bundu	bundin
fao	smakka	smakkaði	smakkaðu	smakkað
fao	branda	brandaði	brandaðu	brandað
fao	rætta	rætti	rættu	rætt
fao	tekur	tók	tóku	tikin
fao	kólna	kólnaði	kólnaðu	kólnað
fao	greiða	greiddi	greiddu	greitt
fao	liva	livdi	livdu	livað
fao	dugi	dugdi	dugdu	dugað
fao	gjósa	geys	gusu	gosin
fao	heinta	heintaði	heintaðu	heintað
fao	regna	regnaði	regnaðu	regnað
fao	gálva	gálvaði	gálvaðu	gálvað
fao	gyllir	gylti	gyltu	gylt
fao	kunna	kundi	kundu	kunnað
fao	pynta	pyntaði	pyntaðu	pyntað
fao	tók	tók	tóku	tikin
fao	vága	vágaði	vágaðu	vágað
fao	liggja	lá	lógu	ligin
fao	stýra	stýrdi	stýrdu	stýrt
fao	slóða	slóðaði	slóðaðu	slóðað
fao	kvað	kvað	kvóðu	kvøðin
fao	ríva	reiv	rivu	rivin
fao	rudda	ruddaði	ruddaðu	ruddað
fao	leika	leikti	leiktu	leiktur
fao	tiga	tagdi	tagdu	tagt
fao	sýna	sýndi	sýndu	sýnt
fao	vanta	vantaði	vantaðu	vantað
fao	kvøða	kvað	kvóðu	kvøðin
fao	syngja	sang	sungu	sungin
fao	merja	mardi	mardu	mart
fao	glógva	glógvaði	glógvaðu	glógvað
fao	drepa	drap	drópu	dripin
fao	møta	møtti	møttu	møtt
fao	spáa	spáaði	spáaðu	spáað
fao	tola	toldi	toldu	tolað
fao	kemur	kom	komu	komin
fao	ynskja	ynskti	ynsktu	ynskt
fao	vaksa	vaks	vuksu	vaksin
fao	gingu	gekk	gingu	gingin
fao	spekja	spekti	spektu	spekt
fao	grava	gróv	gróvu	grivin
fao	myrða	myrdi	myrdu	myrt
fao	bíta	beit	bitu	bitin
fao	bjóða	beyð	buðu	boðin
fao	rekja	rakti	raktu	rakt
fao	økja	økti	øktu	økt
fao	virka	virkaði	virkaðu	virkað
fao	savna	savnaði	savnaðu	savnað
fao	leiga	leigaði	leigaðu	leigað
fao	kvika	kvikaði	kvikaðu	kvikað
fao	løða	løddi	løddu	løtt
fao	viðganga	viðgekk	viðgingu	viðgingin
fao	storma	stormaði	stormaðu	stormað
fao	heysta	heystaði	heystaðu	heystað
fao	kemba	kembdi	kembdu	kembt
fao	smyrja	smurdi	smurdu	smurt
fao	býta	býtti	býttu	býtt
fao	skráseta	skrásetti	skrásettu	skrásett
fao	nokta	noktaði	noktaðu	noktað
fao	súgva	seyg	sugu	sogin
fao	skilja	skildi	skildu	skilt
fao	húka	heyk	huku	hokin
fao	skelva	skalv	skulvu	skolvin
fao	fekk	fekk	fingu	fingin
fao	freista	freistaði	freistaðu	freistað
fao	veitst	visti	vistu	vitað
fao	ganda	gandaði	gandaðu	gandað
fao	royna	royndi	royndu	roynt
fao	mátti	mátti	máttu	-
fao	baða	baðaði	baðaðu	baðað
fao	eita	hæt	hitu	hitin
fao	fjala	fjaldi	fjaldu	fjalt
fao	senda	sendi	sendu	sent
fao	skola	skolaði	skolaðu	skolað
fao	stinga	stakk	stungu	stungin
fao	fóðra	fóðraði	fóðraðu	fóðrað
fao	harðna	harðnaði	harðnaðu	harðnað
fao	líkna	líknaði	líknaðu	líknað
fao	verða	varð	vórðu	vorðin
fao	ímynda	ímyndaði	ímyndaðu	ímyndað
fao	saga	sagaði	sagaðu	sagað
fao	gramla	gramlaði	gramlaðu	gramlað
fao	kava	kavaði	kavaðu	kavað
fao	líggja	líggjaði	líggjaðu	líggjað
fao	roykja	roykti	royktu	roykt
fao	steðga	steðgaði	steðgaðu	steðgað
fao	lurta	lurtaði	lurtaðu	lurtað
fao	leypa	leyp	lupu	lopin
fao	spráka	sprákaði	sprákaðu	sprákað
fao	frata	frataði	frataðu	fratað
fao	sekta	sektaði	sektaðu	sektað
fao	rísa	reis	risu	risin
fao	komst	kom	komu	komin
fao	røða	røddi	røddu	røtt
fao	blaka	blakaði	blakaðu	blakað
fao	flysa	flusti	flustu	flust
fao	loypa	loypti	loyptu	loypt
fao	dansa	dansaði	dansaðu	dansað
fao	bólgna	bólgnaði	bólgnaðu	bólgnað
fao	tiðna	tiðnaði	tiðnaðu	tiðnað
fao	luttaka	luttók	luttóku	luttikin
fao	virkja	virkti	virktu	virkt
fao	skipa	skipaði	skipaðu	skipað
fao	ýla	ýldi	ýldu	ýlt
fao	ráða	raddi	raddu	rátt
fao	dagføra	dagførdi	dagførdu	dagført
fao	pissa	pissaði	pissaðu	pissað
fao	man	mundi	mundu	munnað
fao	vóru	var	vóru	verið
fao	heimta	heimtaði	heimtaðu	heimtað
fao	mogga	moggaði	moggaðu	moggað
fao	fella	feldi	feldu	felt
fao	føða	føddi	føddu	føtt
fao	prógva	prógvaði	prógvaðu	prógvað
fao	fingið	fekk	fingu	fingin
fao	lýða	lýddi	lýddu	lýtt
fao	ummæla	ummælti	ummæltu	ummælt
fao	jarða	jarðaði	jarðaðu	jarðað
fao	byggja	bygdi	bygdu	bygt
fao	vara	vardi	vardu	vart
fao	rúka	reyk	ruku	rokin
fao	søma	sømdi	sømdu	sømt
fao	fíggja	fíggjaði	fíggjaðu	fíggjað
fao	skrambla	skramblaði	skramblaðu	skramblað
fao	yrkja	yrkti	yrktu	yrkt
fao	ferðast	ferdaðist	ferdaðust	ferdast
fao	skifta	skifti	skiftu	skift
fao	átala	átalaði	átalaðu	átalað
fao	stendur	stóð	stóðu	staðið
fao	leggja	legði	løgdu	lagt
fao	telja	taldi	taldu	talt
fao	gneggja	gneggjaði	gneggjaðu	gneggjað
fao	komi	kom	komu	komin
fao	bløða	bløddi	bløddu	bløtt
fao	hevja	hevjaði	hevjaðu	hevjað
fao	njósa	neys	nusu	nosin
fao	tváa	tváaði	tváaðu	tváað
fao	vaska	vaskaði	vaskaðu	vaskað
fao	týna	týndi	týndu	týnt
fao	brúka	brúkti	brúktu	brúktur
fao	søkja	søkti	søktu	søkt
fao	spenna	spenti	spentu	spent
fao	fljúgva	fljeyg	fljugu	fljogin
fao	umbera	umbar	umbóru	umborin
fao	mundi	mundi	mundu	munnað
fao	hugsa	hugsaði	hugsaðu	hugsað
fao	mjólka	mjólkaði	mjólkaðu	mjólkað
fao	trúgva	trúði	trúðu	trúgvin
fao	legði	legði	løgdu	lagt
fao	vaða	vóð	vóðu	vaðin
fao	førdu	førdi	førdu	ført
fao	banna	bannaði	bannaðu	bannað
fao	løgdu	legði	løgdu	lagt
fao	tagna	tagnaði	tagnaðu	tagnað
fao	gingið	gekk	gingu	gingin
fao	hoyrdi	hoyrdi	hoyrdu	hoyrt
fao	hvørva	hvarv	hvurvu	horvin
fao	fjarstýra	fjarstýrdi	fjarstýrdu	fjarstýrt
fao	fegna	fegnaði	fegnaðu	fegnað
fao	glymur	glumdi	glumdu	glumt
fao	sigla	sigldi	sigldu	siglt
fao	knasa	knasaði	knasaðu	knasað
fao	andast	andaðist	andaðust	andast
fao	víkja	veik	viku	vikin
fao	segði	segði	søgdu	sagt
fao	gløa	gløddi	gløddu	gløtt
fao	valdi	valdi	valdu	valt
fao	læna	lænti	læntu	lænt
fao	vakja	vakti	vaktu	vakt
fao	boyggja	boygdi	boygdu	boygt
fao	er	var	vóru	verið
fao	glíða	gleið	gliðu	gliðin
fao	umfata	umfataði	umfataðu	umfatað
fao	skjóta	skeyt	skutu	skotin
fao	borin	bar	bóru	borin
fao	torna	tornaði	tornaðu	tornað
fao	venda	vendi	vendu	vent
fao	míga	meig	migu	migin
fao	flúgva	fleyg	flugu	flogin
fao	skugga	skuggaði	skuggaðu	skuggað
fao	hvína	hvein	hvinu	hvinin
fao	nema	nam	numu	nomin
fao	sita	sat	sótu	sitin
fao	kjakast	kjakaðist	kjakaðust	kjakast
fao	svimja	svam	svumu	svomið
fao	tendra	tendraði	tendraðu	tendrað
fao	sissa	sissaði	sissaðu	sissað
fao	misnýta	misnýtti	misnýttu	misnýtt
fao	loga	logaði	logaðu	logað
fao	eydnaðist	eydnaðist	eydnaðust	eydnast
fao	seta	setti	settu	sett
fao	bar	bar	bóru	borin
fao	rógva	róði	róðu	rógvin
fao	følna	følnaði	følnaðu	følnað
fao	goyggja	goyði	goyðu	goyð
fao	kukka	kukkaði	kukkaðu	kukkað
fao	selja	seldi	seldu	selt
fao	smúgva	smeyg	smugu	smogin
fao	klemma	klemmaði	klemmaðu	klemmað
fao	spinna	spann	spunnu	spunnin
fao	merkja	merkti	merktu	merkt
fao	varð	varð	vórðu	vorðin
fao	løna	lønti	løntu	lønt
fao	grætur	græt	grótu	grátin
fao	kjósa	keys	kusu	kosin
fao	gníggja	gníggjaði	gníggjaðu	gníggjað
fao	gleppa	glapp	gluppu	gloppin
fao	klippa	klipti	kliptu	klipt
fao	verandi	var	vóru	verið
fao	stynja	stundi	stundu	stunt
fao	gangið	gekk	gingu	gingin
fao	ætla	ætlaði	ætlaðu	ætlað
fao	hanga	hekk	hingu	hingin
fao	føla	føldi	føldu	følt
fao	missa	misti	mistu	mist
fao	doypa	doypti	doyptu	doypt
fao	líva	lívdi	lívdu	lívt
fao	sigra	sigraði	sigraðu	sigrað
fao	spreingja	sprongdi	sprongdu	sprongt
fao	tosa	tosaði	tosaðu	tosað
fao	meta	metti	mettu	mett
fao	munandi	munti	muntu	muntur
fao	samskipa	samskipaði	samskipaðu	samskipað
fao	tróta	treyt	trutu	trotin
fao	frysta	frysti	frystu	fryst
fao	týða	týddi	týddu	týtt
fao	fúka	feyk	fuku	fokin
fao	nytta	nyttaði	nyttaðu	nyttað
fao	eyka	eykaði	eykaðu	eykað
fao	rópa	rópti	róptu	róptur
fao	líða	leið	liðu	liðin
fao	mølma	mølmaði	mølmaðu	mølmað
fao	dálka	dálkaði	dálkaðu	dálkað
fao	má	mátti	máttu	-
fao	eigur	áttiár	áttu	átt
fao	geva	gav	góvu	givin
fao	vil	vildi	vildu	vilað
fao	stjala	stjól	stjólu	stolin
fao	lesa	las	lósu	lisin
fao	stríða	stríddi	stríddu	strítt
fao	batna	batnaði	batnaðu	batnað
fao	fegnast	fegnaðist	fegnaðust	fegnast
fao	gløða	gløddi	gløddu	gløtt
fao	náa	náddi	náddu	nátt
fao	trýsta	trýsti	trýstu	trýst
fao	sig	segði	søgdu	sagt
fao	grína	grein	grinu	grinin
fao	flyta	flutti	fluttu	flutt
fao	viðtaka	viðtók	viðtóku	viðtikin
fao	siga	segði	søgdu	sagt
fao	treffa	traff	truffu	troffin
fao	kóka	kókaði	kókaðu	kókað
fao	sveitta	sveittaði	sveittaðu	sveittað
fao	bjarga	bjargaði	bjargaðu	bjargað
fao	klæða	klæddi	klæddu	klætt
fao	duga	dugdi	dugdu	dugað
fao	merkt	merkti	merktu	merkt
fao	tekna	teknaði	teknaðu	teknað
fao	eggja	eggjaði	eggjaðu	eggjað
fao	práta	prátaði	prátaðu	prátað
fao	misskilja	misskildi	misskildu	misskilt
fao	byrja	byrjaði	byrjaðu	byrjað
fao	steingja	stongdi	stongdu	stongt
fao	synda	syndaði	syndaðu	syndað
fao	gekk	gekk	gingu	gingin
fao	ert	var	vóru	verið
fao	ríða	reið	riðu	riðin
fao	síggja	sá	sóu	sæð
fao	viska	viskaði	viskaðu	viskað
fao	las	las	lósu	lisin
fao	hata	hataði	hataðu	hatað
fao	gongur	gekk	gingu	gingin
fao	ýa	ýddi	ýddu	ýtt
fao	nikka	nikkaði	nikkaðu	nikkað
fao	koyra	koyrdi	koyrdu	koyrt
fao	stremba	strembaði	strembaðu	strembað
fao	toyggja	toygdi	toygdu	toygt
fry	lêze	lies	liezen	lêzen
fry	siede	sea	seaen	sean
fry	betelje	betelle	betellen	betelle
fry	leavje	leave	leaven	leave
fry	sizze	sei	seinen	sein
fry	hâlde	hâlde	hâlden	hâlden
fry	meitsje	makke	makken	makke
fry	stekke	stuts	stutsen	stutsen
fry	rûke	roek	roeken	rûkt
fry	feroarje	feroare	feroaren	feroare
fry	wolle	woe	woene	wold
fry	ergje	erge	ergen	erge
fry	springe	sprong	sprongen	sprongen
fry	wurde	waard	waarden	wurden
fry	lûke	luts	lutsen	lutsen
fry	dûke	doek	doaken	dûkt
fry	sinke	sonk	sonken	sonken
fry	smite	smiet	smieten	smiten
fry	begjinne	begûn	begûnen	begûn
fry	stjerre	stoar	stoaren	stoarn
fry	flústerje	flústere	flústeren	flústere
fry	tsjoene	tsjoend	tsjoenden	tsjoend
fry	kinne	koe	koenen	kinne
fry	brekke	bruts	brutsen	brutsen
fry	liuwe	leau	leau	leaun
fry	wiuwe	weau	weaunen	weaun
fry	jaan	joech	joegen	jûn
fry	witte	wist	wisten	witten
fry	sitte	siet	sieten	sitten
fry	waskje	wosk	wosken	wosken
fry	bringe	brocht	brochten	brocht
fry	fetsje	fette	fetten	fette
fry	helje	helle	hellen	helle
fry	blinke	blonk	blonken	blonken
fry	lobje	lobbe	lobben	lobbe
fry	winskje	winske	winsken	winske
fry	miene	miende	mienden	miend
fry	ferstean	ferstie	ferstienest	ferstien
fry	bliuwe	bleau	bleauwen	bleaun
fry	stean	stie	stiene	stien
fry	drinke	dronk	dronken	dronken
fry	helpe	holp	holpen	holpen
fry	brûke	brûkte	brûkten	brûkt
fry	falle	foel	foelen	fallen
fry	skriuwe	skreau	skreauwen	skreaun
fry	waakse	woeks	woeksen	woeksen
fry	laitsje	lake	laken	lake
fry	lizze	lei	leinen	lein
fry	rinne	rûn	rûnen	rûn
fry	belibje	belibbe	belibben	belibbe
fry	sjen	seach	seagen	sjoen
fry	deadzje	deade	deaden	deade
fry	skite	skiet	skieten	skiten
fry	trochbringe	brocht troch	brochten troch	trochbrocht
fry	âlje	âle	âlen	âle
fry	gean	gie	gienen	gien
fry	moatte	moast	moasten	moatten
fry	streakje	streake	streaken	streake
fry	sykje	socht	sochten	socht
fry	boartsje	boarte	boarten	boarte
fry	sjitte	skeat	skeaten	sketten
fry	sjonge	song	songen	songen
fry	sûgje	sûgde	sûgden	sûge
fry	trekke	truts	trutsen	trutsen
fry	triuwe	treau	treauwen	treaun
fry	wite	wiet	wieten	witen
fry	komme	kaam	kamen	kommen
fry	nimme	naam	namen	nomd
fry	ferjitte	ferget	fergetten	fergetten
fry	ite	iet	ieten	iten
fry	sille	soe	soene	sild
fry	dwaan	die	dienen	dien
fry	wêze	wie	wienen	west
fry	tsjen	teach	teagen	tein
fry	priuwe	preau	preaunen	preaun
fry	freegje	frege	fregen	frege
fry	kenne	koe	koenen	kennen
fry	sprekke	spriek	sprieken	sprutsen
fry	hawwe	hie	hienen	hân
fry	stûkje	stûke	stûken	stûke
fry	bliede	blette	bletten	blet
fry	skrieme	skriemde	skriemden	skriemden
fry	tinke	tocht	tochten	tocht
fry	libje	libbe	libben	libbe
fry	tútsje	tute	tuten	tute
dan	annihilere	annihilerede	annihilerede	annihileret
dan	signere	signerede	signerede	signeret
dan	strande	strandede	strandede	strandet
dan	rokere	rokerede	rokerede	rokeret
dan	desavouere	desavouerede	desavouerede	desavoueret
dan	rekvirere	rekvirerede	rekvirerede	rekvireret
